Late,by auther,by term,KnownQoute,Version Id,Loaded,Book Title,Author,Date,Length,Edition / Editor,Tags,Status,url
,,Zuhd,,Sham19Y0020882,yes,1450KhalidRibat.JamicIbnHanbalAdabWaZuhd,Khalid Ribat,1450,114681,"الأولى، 1430 ه - 2009 م :: دار الفلاح للبحث العلمي وتحقيق التراث، الفيوم - جمهورية مصر العربية",:: Sham@الرقاق والآداب والأذكار,pri,https://raw.githubusercontent.com/OpenITI/1450AH/master/data/1450KhalidRibat/1450KhalidRibat.JamicIbnHanbalAdabWaZuhd/1450KhalidRibat.JamicIbnHanbalAdabWaZuhd.Sham19Y0020882-ara1
,yes,,,ShamAY0037834,yes,0776LisanDinIbnKhatib.Diwan,Lisan Din Ibn Khatib,776,46970,,:: ShamAY@الدواوين الشعرية - مرقم آليا :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.Diwan/0776LisanDinIbnKhatib.Diwan.ShamAY0037834-ara1
,yes,,,Shamela0011682,yes,0776LisanDinIbnKhatib.Ihata,Lisan Din Ibn Khatib,776,436542,"دار الكتب العلمية، بيروت :: http://www.worldcat.org/oclc/949484181",COMPLETED :: CENT0800 :: PPE :: BULDAN :: TABAQAT :: TARAJIM :: TARIKH :: GAL@historiography :: GAL@literature-islamic :: GAL@history :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@spain :: EDITORIALSECTIONS :: Shamela@التراجم والطبقات :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.Ihata/0776LisanDinIbnKhatib.Ihata.Shamela0011682-ara1.completed
,yes,,,Shamela0095575,yes,0776LisanDinIbnKhatib.JayshTawshih,Lisan Din Ibn Khatib,776,25028,هلال ناجي :: مطبعة المنار - تونس,CENT0800 :: ADAB :: BALAGHA :: GAL@nodata :: Shamela@الأدب والبلاغة :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.JayshTawshih/0776LisanDinIbnKhatib.JayshTawshih.Shamela0095575-ara1
,yes,,,Shamela0001027,yes,0776LisanDinIbnKhatib.KatibaKamina,Lisan Din Ibn Khatib,776,45852,"إحسان عباس :: دار الثقافة، بيروت - لبنان :: http://www.worldcat.org/oclc/891838333",COMPLETED :: CENT0800 :: PPE :: MISC :: TABAQAT :: TARAJIM :: GAL@historiography :: GAL@literature-islamic :: GAL@history :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@spain :: EDITORIALSECTIONS :: Shamela@التراجم والطبقات :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.KatibaKamina/0776LisanDinIbnKhatib.KatibaKamina.Shamela0001027-ara1.completed
,yes,,,ShamAY0033806,yes,0776LisanDinIbnKhatib.KhatraTayf,Lisan Din Ibn Khatib,776,26419,د. أحمد مختار العبادي :: الأولى/ 2003م :: دار السويدي للنشر والتوزيع - أبو ظبي/ المؤسسة العربية للدراسات والنشر - بيروت,:: ShamAY@البلدان والجغرافيا والرحلات :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.KhatraTayf/0776LisanDinIbnKhatib.KhatraTayf.ShamAY0033806-ara1
,yes,,,Shamela0011940,yes,0776LisanDinIbnKhatib.MicyarIkhtiyar,Lisan Din Ibn Khatib,776,20892,"1423 هـ :: مكتبة الثقافة الدينية، القاهرة :: http://www.worldcat.org/oclc/4770120185",COMPLETED :: CENT0800 :: GEO :: PPE :: BULDAN :: JUGHRAFIYA :: RIHLAT :: GAL@historiography :: GAL@literature-islamic :: GAL@history :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@spain :: EDITORIALSECTIONS :: Shamela@البلدان والجغرافيا والرحلات :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.MicyarIkhtiyar/0776LisanDinIbnKhatib.MicyarIkhtiyar.Shamela0011940-ara1.completed
,yes,,,Shamela0000477,yes,0776LisanDinIbnKhatib.NafadaJirab,Lisan Din Ibn Khatib,776,51979,,CENT0800 :: BULDAN :: JUGHRAFIYA :: MISC :: RIHLAT :: GAL@historiography :: GAL@literature-islamic :: GAL@history :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@spain :: Shamela@البلدان والجغرافيا والرحلات - مرقم آليا :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.NafadaJirab/0776LisanDinIbnKhatib.NafadaJirab.Shamela0000477-ara1
,yes,,,JK007042,yes,0776LisanDinIbnKhatib.RayhanatKitab,Lisan Din Ibn Khatib,776,205771,محمد عبد الله عنان :: القاهرة :: 1980م :: مكتبة الخانجي,CENT0800 :: ADAB :: ADAB :: BALAGHA :: QISAS :: TARAIF :: GAL@historiography :: GAL@literature-islamic :: GAL@history :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@spain :: JK@الطرائف والقصص :: JK@كتب الأدب :: born@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0800AH/master/data/0776LisanDinIbnKhatib/0776LisanDinIbnKhatib.RayhanatKitab/0776LisanDinIbnKhatib.RayhanatKitab.JK007042-ara1
,yes,,,Sham19Y0017798,yes,0751IbnQayyimJawziyya.AclamMuwaqqicin,Ibn Qayyim Jawziyya,751,995802,"الأولى، 1423 ه :: دار ابن الجوزي للنشر والتوزيع، المملكة العربية السعودية",:: Sham@أصول الفقه والقواعد الفقهية :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.AclamMuwaqqicin/0751IbnQayyimJawziyya.AclamMuwaqqicin.Sham19Y0017798-ara1
,yes,,,ShamAY0034409,yes,0751IbnQayyimJawziyya.AhkamAhlDhimma,Ibn Qayyim Jawziyya,751,171201,طه عبد الرؤوف سعد :: الثانية 1423 ه - 2002م :: دار الكتب العلمية بيروت - لبنان,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.AhkamAhlDhimma/0751IbnQayyimJawziyya.AhkamAhlDhimma.ShamAY0034409-ara1
,yes,,,Shia002657,yes,0751IbnQayyimJawziyya.AmthalFiQuran,Ibn Qayyim Jawziyya,751,14301,1406,CENT0800 :: CULUM :: IBNQAYYIM :: QURAN :: SUNNI :: TAFSIR :: GAL@nodata :: Shia@مصادر التفسير عند السنة :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.AmthalFiQuran/0751IbnQayyimJawziyya.AmthalFiQuran.Shia002657-ara1
,yes,,,JK000093,yes,0751IbnQayyimJawziyya.AsmaMuallafatIbnTaymiya,Ibn Qayyim Jawziyya,751,3028,د. صلاح الدين المنجد :: بيروت :: 1403 - 1983 :: دار الكتاب الجديد,CENT0800 :: FAHARIS :: IBNTAYMIYYA :: KUTUB :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب التعريف بالكتب ( الببلوجرافيا ) :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.AsmaMuallafatIbnTaymiya/0751IbnQayyimJawziyya.AsmaMuallafatIbnTaymiya.JK000093-ara1
,yes,,,ShamAY0034431,yes,0751IbnQayyimJawziyya.AsrarSalat,Ibn Qayyim Jawziyya,751,9586,,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.AsrarSalat/0751IbnQayyimJawziyya.AsrarSalat.ShamAY0034431-ara1
,yes,,,Sham19Y0145410,yes,0751IbnQayyimJawziyya.BadaicFawaid,Ibn Qayyim Jawziyya,751,342698,"علي بن محمد العمران (إشراف: بكر بن عبد الله أبو زيد) :: الأولى، 1425 ه :: دار عالم الفوائد، مكة المكرمة",:: Sham@الجوامع والمجلات ونحوها :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.BadaicFawaid/0751IbnQayyimJawziyya.BadaicFawaid.Sham19Y0145410-ara1
,yes,,,ShamAY0038389,yes,0751IbnQayyimJawziyya.CuddatSabirin,Ibn Qayyim Jawziyya,751,113036,إسماعيل بن غازي مرحبا :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.CuddatSabirin/0751IbnQayyimJawziyya.CuddatSabirin.ShamAY0038389-ara3
,yes,,,ShamAY0038516,yes,0751IbnQayyimJawziyya.DaWaDawa,Ibn Qayyim Jawziyya,751,122861,"زائد بن أحمد النشيري :: محمد أجمل الإصلاحي :: الأولى، 1429 ه :: دار عالم الفوائد - مكة المكرمة",:: ShamAY@الرقاق والآداب والأذكار :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.DaWaDawa/0751IbnQayyimJawziyya.DaWaDawa.ShamAY0038516-ara1
,yes,,,Shamela0011329,yes,0751IbnQayyimJawziyya.FaidaJalila,Ibn Qayyim Jawziyya,751,4146,"عبد الرزاق بن عبد المحسن البدر :: غراس، الكويت",CENT0800 :: IBNQAYYIM :: GAL@nodata :: Shamela@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.FaidaJalila/0751IbnQayyimJawziyya.FaidaJalila.Shamela0011329-ara1
,yes,,,JK000060,yes,0751IbnQayyimJawziyya.Fawaid,Ibn Qayyim Jawziyya,751,55356,بيروت :: 1393 - 1973 :: دار الكتب العلمية,CENT0800 :: AKHLAQ :: IBNQAYYIM :: QISAS :: SULUK :: TARAIF :: TAZKIYA :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@الطرائف والقصص :: JK@كتب الأخلاق والسلوك :: JK@مجموعة ابن القيم :: JK@مجموعة ابن القيم في التزكية والسلوك :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.Fawaid/0751IbnQayyimJawziyya.Fawaid.JK000060-ara1
,yes,,,Sham19Y0018169,yes,0751IbnQayyimJawziyya.Furusiyya,Ibn Qayyim Jawziyya,751,87807,"زائد بن أحمد النشيري :: الأولى، 1428 ه :: دار عالم الفوائد - مكة المكرمة",:: Sham@بحوث ومسائل :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.Furusiyya/0751IbnQayyimJawziyya.Furusiyya.Sham19Y0018169-ara1
,yes,,,ShamAY0038346,yes,0751IbnQayyimJawziyya.FutyaFiSighatHamd,Ibn Qayyim Jawziyya,751,10430,عبد الله بن سالم البطاطي :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.FutyaFiSighatHamd/0751IbnQayyimJawziyya.FutyaFiSighatHamd.ShamAY0038346-ara1
,yes,,,JK000083,yes,0751IbnQayyimJawziyya.HadiArwah,Ibn Qayyim Jawziyya,751,110194,بيروت :: دار الكتب العلمية,CENT0800 :: AKHLAQ :: IBNQAYYIM :: SULUK :: TAZKIYA :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب الأخلاق والسلوك :: JK@مجموعة ابن القيم :: JK@مجموعة ابن القيم في التزكية والسلوك :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.HadiArwah/0751IbnQayyimJawziyya.HadiArwah.JK000083-ara1
,yes,,,ShamAY0033523,yes,0751IbnQayyimJawziyya.HashiyaCalaSunanAbiDawud,Ibn Qayyim Jawziyya,751,187062,"عبد الرحمن محمد عثمان :: المدينة المنورة :: 1388 ه، 1968 م :: الثانية :: المكتبة السلفية",:: ShamAY@شروح الحديث :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.HashiyaCalaSunanAbiDawud/0751IbnQayyimJawziyya.HashiyaCalaSunanAbiDawud.ShamAY0033523-ara2
,yes,,,ShamAY0034430,yes,0751IbnQayyimJawziyya.HidayatHayara,Ibn Qayyim Jawziyya,751,73726,"دار ابن زيدون، بيروت، لبنان",:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.HidayatHayara/0751IbnQayyimJawziyya.HidayatHayara.ShamAY0034430-ara3
,yes,,,Sham19Y0018612,yes,0751IbnQayyimJawziyya.IghathatLahfan,Ibn Qayyim Jawziyya,751,258011,"محمد عزير شمس :: الأولى، 1432 ه :: دار عالم الفوائد - مكة المكرمة",:: Sham@الرقاق والآداب والأذكار :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.IghathatLahfan/0751IbnQayyimJawziyya.IghathatLahfan.Sham19Y0018612-ara1
,yes,,,Sham19Y0018632,yes,0751IbnQayyimJawziyya.IjtimacJuyush,Ibn Qayyim Jawziyya,751,99479,"زائد بن أحمد النشيري :: الأولى، 1431 ه :: دار عالم الفوائد - مكة المكرمة",:: Sham@الفرق والردود :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.IjtimacJuyush/0751IbnQayyimJawziyya.IjtimacJuyush.Sham19Y0018632-ara1
,yes,,,ShamAY0038324,yes,0751IbnQayyimJawziyya.JalaAfham,Ibn Qayyim Jawziyya,751,108697,زائد بن أحمد النشيري :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.JalaAfham/0751IbnQayyimJawziyya.JalaAfham.ShamAY0038324-ara2
,yes,,,JK000059,yes,0751IbnQayyimJawziyya.JawabFiSiyaghHamd,Ibn Qayyim Jawziyya,751,4351,محمد بن إبراهيم السعران :: الرياض :: 1415 :: دار العاصمة,CENT0800 :: AKHLAQ :: IBNQAYYIM :: SULUK :: TAZKIYA :: GAL@nodata :: JK@كتب الأخلاق والسلوك :: JK@مجموعة ابن القيم في التزكية والسلوك :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.JawabFiSiyaghHamd/0751IbnQayyimJawziyya.JawabFiSiyaghHamd.JK000059-ara1
,yes,,,ShamAY0038329,yes,0751IbnQayyimJawziyya.KafiyaShafiya,Ibn Qayyim Jawziyya,751,311943,محمد بن عبد الرحمن العريفي |ناصر بن يحيى الجنيني | عبد الله بن عبد الرحمن الهذيل | فهد بن علي المساعد :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.KafiyaShafiya/0751IbnQayyimJawziyya.KafiyaShafiya.ShamAY0038329-ara1
,yes,,,Sham19Y0018318,yes,0751IbnQayyimJawziyya.KalamCalaMasalatSamac,Ibn Qayyim Jawziyya,751,69772,"محمد عزير شمس :: الأولى، 1432 ه :: دار عالم الفوائد للنشر والتوزيع، مكة المكرمة - المملكة العربية السعودية",:: Sham@بحوث ومسائل :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.KalamCalaMasalatSamac/0751IbnQayyimJawziyya.KalamCalaMasalatSamac.Sham19Y0018318-ara1
,yes,,yes,JK011598,yes,0327AbuBakrKharaiti.MasawiAkhlaq,Abu Bakr Kharaiti,327,48037,,CENT0400 :: AKHLAQ :: HADITH :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@prose :: GAL@literature-arabic :: GAL@education-general :: GAL@literature-popular :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية :: born@IraqRE :: born@SAMARRA438E342NS,pri,https://raw.githubusercontent.com/OpenITI/0350AH/master/data/0327AbuBakrKharaiti/0327AbuBakrKharaiti.MasawiAkhlaq/0327AbuBakrKharaiti.MasawiAkhlaq.JK011598-ara1
,yes,,,ShamAY0038386,yes,0751IbnQayyimJawziyya.ManarMunif,Ibn Qayyim Jawziyya,751,29727,يحي بن عبد الله الثمالي :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.ManarMunif/0751IbnQayyimJawziyya.ManarMunif.ShamAY0038386-ara1
,yes,,,Shamela0011375,yes,0751IbnQayyimJawziyya.MatnQasidaNuniyya,Ibn Qayyim Jawziyya,751,56629,"مكتبة ابن تيمية، القاهرة",CENT0800 :: IBNQAYYIM :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: Shamela@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.MatnQasidaNuniyya/0751IbnQayyimJawziyya.MatnQasidaNuniyya.Shamela0011375-ara1
,yes,,,Sham19Y0145411,yes,0751IbnQayyimJawziyya.MiftahDarSacada,Ibn Qayyim Jawziyya,751,323087,"عبد الرحمن بن حسن بن قائد (وفق المنهج المعتمد من بكر بن عبد الله أبو زيد - رحمه الله -) :: الأولى، 1432 ه :: دار عالم الفوائد، مكة المكرمة",:: Sham@الجوامع والمجلات ونحوها :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.MiftahDarSacada/0751IbnQayyimJawziyya.MiftahDarSacada.Sham19Y0145411-ara2
,yes,,,JK000096,yes,0751IbnQayyimJawziyya.NaqdManqul,Ibn Qayyim Jawziyya,751,9439,حسن السماعي سويدان :: بيروت :: 1411 - 1990 :: دار القادري,CENT0800 :: AHKAM :: CILAL :: DACIF :: HADITH :: MAWDUC :: GAL@nodata :: JK@العلل :: JK@كتب الأحاديث الضعيفة والموضوعة :: JK@كتب العلل والأحكام :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.NaqdManqul/0751IbnQayyimJawziyya.NaqdManqul.JK000096-ara1
,yes,,,ShamAY0038390,yes,0751IbnQayyimJawziyya.RafcYadaynFiSalat,Ibn Qayyim Jawziyya,751,61130,علي بن محمد العمران :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.RafcYadaynFiSalat/0751IbnQayyimJawziyya.RafcYadaynFiSalat.ShamAY0038390-ara1
,yes,,,ShamAY0038393,yes,0751IbnQayyimJawziyya.RawdatMuhibbin,Ibn Qayyim Jawziyya,751,113652,محمد عزير شمس :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.RawdatMuhibbin/0751IbnQayyimJawziyya.RawdatMuhibbin.ShamAY0038393-ara2
,yes,,,ShamAY0038350,yes,0751IbnQayyimJawziyya.RisalaIlaAhadIkhwan,Ibn Qayyim Jawziyya,751,12958,عبد الله بن محمد المديفر :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.RisalaIlaAhadIkhwan/0751IbnQayyimJawziyya.RisalaIlaAhadIkhwan.ShamAY0038350-ara1
,yes,,,Sham19Y0014211,yes,0751IbnQayyimJawziyya.RisalaTabukiyya,Ibn Qayyim Jawziyya,751,15987,"محمد عزير شمس :: الأولى، 1425 ه :: دار عالم الفوائد - مكة المكرمة",:: Sham@الرقاق والآداب والأذكار :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.RisalaTabukiyya/0751IbnQayyimJawziyya.RisalaTabukiyya.Sham19Y0014211-ara1
,yes,,,ShamAY0038394,yes,0751IbnQayyimJawziyya.RuhFiKalam,Ibn Qayyim Jawziyya,751,171395,كمال بن محمد قالمي :: محمد أجمل الإصلاحي :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.RuhFiKalam/0751IbnQayyimJawziyya.RuhFiKalam.ShamAY0038394-ara1
,yes,,,JK000099,yes,0751IbnQayyimJawziyya.Salat,Ibn Qayyim Jawziyya,751,47504,بسام عبد الوهاب الجابي :: قبرص - بيروت :: 1416 - 1996 :: الجفان والجابي - دار ابن حزم,CENT0800 :: FIQH :: MASAIL :: USUL :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب الفقه الإسلامي :: JK@مسائل فقهية :: JK@مسائل فقهية وأصولية :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.Salat/0751IbnQayyimJawziyya.Salat.JK000099-ara1
,yes,,,JK000101,yes,0751IbnQayyimJawziyya.SawaciqMursala,Ibn Qayyim Jawziyya,751,188272,د. علي بن محمد الدخيل الله :: الرياض :: 1418 - 1998 :: دار العاصمة,CENT0800 :: CAQAID :: IBNQAYYIM :: MILAL :: RUDUD :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: JK@كتب الردود :: JK@كتب العقائد والملل :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.SawaciqMursala/0751IbnQayyimJawziyya.SawaciqMursala.JK000101-ara1
,yes,,,ShamAY0034403,yes,0751IbnQayyimJawziyya.ShifaCalil,Ibn Qayyim Jawziyya,751,171147,محمد إبراهيم الزغلي :: الأولى/ 1417 ه - 1997م :: دار الجيل - بيروت,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.ShifaCalil/0751IbnQayyimJawziyya.ShifaCalil.ShamAY0034403-ara3
,yes,,,Shamela0030842,yes,0751IbnQayyimJawziyya.SifatMunafiqin,Ibn Qayyim Jawziyya,751,3095,1410 هـ :: الكتاب منشور على موقع وزارة الأوقاف السعودية بدون بيانات,CENT0800 :: IBNQAYYIM :: GAL@nodata :: Shamela@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.SifatMunafiqin/0751IbnQayyimJawziyya.SifatMunafiqin.Shamela0030842-ara1
,yes,,,Shamela0023606,yes,0751IbnQayyimJawziyya.TafsirQuran,Ibn Qayyim Jawziyya,751,141902,مكتب الدراسات والبحوث العربية والإسلامية بإشراف الشيخ إبراهيم رمضان :: دار ومكتبة الهلال - بيروت,CENT0800 :: TAFSIR :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: Shamela@التفاسير :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.TafsirQuran/0751IbnQayyimJawziyya.TafsirQuran.Shamela0023606-ara1
,yes,,,ShamAY0035960,yes,0751IbnQayyimJawziyya.TahdhibSunanAbiDawud,Ibn Qayyim Jawziyya,751,186882,,:: ShamAY@شروح الحديث - مرقم آليا :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.TahdhibSunanAbiDawud/0751IbnQayyimJawziyya.TahdhibSunanAbiDawud.ShamAY0035960-ara1
,yes,,,ShamAY0038387,yes,0751IbnQayyimJawziyya.TariqHijratayn,Ibn Qayyim Jawziyya,751,195063,محمد أجمل الإصلاحي :: زائد بن أحمد النشيري :: دار عالم الفوائد للنشر والتوزيع,:: ShamAY@كتب ابن القيم :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.TariqHijratayn/0751IbnQayyimJawziyya.TariqHijratayn.ShamAY0038387-ara3
,yes,,,Shia004672,yes,0751IbnQayyimJawziyya.TibbNabawi,Ibn Qayyim Jawziyya,751,87847,تقديم ومراجعة وتصحيح وإشراف : عبد الغني عبد الخالق / التعاليق الطبية : الدكتور عادل الأزهري / تخريج الأحاديث : محمود فرج العقدة,CENT0800 :: ASHAB :: IBNQAYYIM :: SIRA :: TIBB :: GAL@literature-islamic :: GAL@hanbalis :: GAL@period-postmongol :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@egypt :: GAL@fiqh :: GAL@syria :: Shia@طب :: born@ShamRE,pri,https://raw.githubusercontent.com/OpenITI/0775AH/master/data/0751IbnQayyimJawziyya/0751IbnQayyimJawziyya.TibbNabawi/0751IbnQayyimJawziyya.TibbNabawi.Shia004672-ara1
