Late,by auther,by term,KnownQoute,Version Id,Loaded,Book Title,Author,Date,Length,Edition / Editor,Tags,Status,url
,yes,,,Sham19Y0148271,yes,0597IbnJawzi.JamicMasanid,Ibn Jawzi,597,1005425,"الدكتور علي حسين البواب :: الأولى، 1426 ه - 2005 :: مكتبة الرشد - الرياض",:: Sham@كتب التخريج والزوائد :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.JamicMasanid/0597IbnJawzi.JamicMasanid.Sham19Y0148271-ara1
,yes,,,JK007128,yes,0597IbnJawzi.KashfMushkil,Ibn Jawzi,597,324113,علي حسين البواب :: الرياض :: 1418هـ - 1997م. :: دار الوطن,CENT0600 :: AHKAM :: CILAL :: HADITH :: MUSHKIL :: SHARH :: TARAJIM :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@hadith :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب العلل والأحكام :: JK@كتب العلل ومشكل الحديث :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.KashfMushkil/0597IbnJawzi.KashfMushkil.JK007128-ara1
,yes,,,Shamela0000659,yes,0597IbnJawzi.Laali,Ibn Jawzi,597,7684,,CENT0600 :: ADAB :: ADHKAR :: MISC :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار - مرقم آليا :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Laali/0597IbnJawzi.Laali.Shamela0000659-ara1
,yes,,,ShamAY0034818,yes,0597IbnJawzi.LaftatKabad,Ibn Jawzi,597,3214,,:: ShamAY@الرقاق والآداب والأذكار - مرقم آليا :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.LaftatKabad/0597IbnJawzi.LaftatKabad.ShamAY0034818-ara1
,yes,,,Shamela0000243,yes,0597IbnJawzi.Lataif,Ibn Jawzi,597,17310,,CENT0600 :: ADAB :: ADHKAR :: MISC :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار - مرقم آليا :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Lataif/0597IbnJawzi.Lataif.Shamela0000243-ara1
,yes,,,Sham19Y0013250,yes,0597IbnJawzi.ManaqibImamAhmad,Ibn Jawzi,597,123274,"د. عبد الله بن عبد المحسن التركي :: الثانية، 1409 ه :: دار هجر",:: Sham@التراجم والطبقات :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.ManaqibImamAhmad/0597IbnJawzi.ManaqibImamAhmad.Sham19Y0013250-ara1
,yes,,,JK010180,yes,0597IbnJawzi.Manthur,Ibn Jawzi,597,6052,,CENT0600 :: ADAB :: ADHKAR :: QISAS :: TARAIF :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@الطرائف والقصص :: JK@كتب الأدب :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Manthur/0597IbnJawzi.Manthur.JK010180-ara1
,yes,,,Shamela0009619,yes,0597IbnJawzi.Mashyakha,Ibn Jawzi,597,17074,"محمد محفوظ :: دار الغرب الإسلامي، بيروت :: http://www.worldcat.org/oclc/4771188040",MARKDOWN :: BIO :: CENT0600 :: PPE :: AJZA :: HADITH :: GAL@nodata :: NOMAJORISSUES :: Shamela@الأجزاء الحديثية :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Mashyakha/0597IbnJawzi.Mashyakha.Shamela0009619-ara1.mARkdown
,yes,,,ShamAY0034138,yes,0597IbnJawzi.Mawducat,Ibn Jawzi,597,273727,"نور الدين شكري بوياجيلار :: الأولى، 1997 م :: أضواء السلف",:: ShamAY@العلل والسؤالات :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Mawducat/0597IbnJawzi.Mawducat.ShamAY0034138-ara1
,yes,,,JK001210,yes,0597IbnJawzi.Mudhish,Ibn Jawzi,597,98334,الدكتور مروان قباني :: بيروت - لبنان :: 1405هـ - 1985م :: دار الكتب العلمية,CENT0600 :: ADAB :: ADAB :: ADHKAR :: QISAS :: RAQAIQ :: TARAIF :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@الطرائف والقصص :: JK@كتب الأدب :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Mudhish/0597IbnJawzi.Mudhish.JK001210-ara1
,yes,,,Sham19Y0122409,yes,0597IbnJawzi.Mujtaba,Ibn Jawzi,597,22853,"أيمن عبد الجابر البحيري :: الأولى، 1419 ه - 1999 م",:: Sham@الجوامع والمجلات ونحوها :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Mujtaba/0597IbnJawzi.Mujtaba.Sham19Y0122409-ara1
,yes,,,Shamela0012406,yes,0597IbnJawzi.Muntazam,Ibn Jawzi,597,1304621,"محمد عبد القادر عطا، مصطفى عبد القادر عطا :: دار الكتب العلمية، بيروت :: http://www.worldcat.org/oclc/1035773549",MARKDOWN :: BIO :: CENT0600 :: CHR :: COL :: DHB :: PPE :: TARIKH :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@history :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@encyclopaedias :: HTMLTAGS :: Shamela@التاريخ :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Muntazam/0597IbnJawzi.Muntazam.Shamela0012406-ara1.mARkdown
,yes,,,Shamela0026892,yes,0597IbnJawzi.Muqliq,Ibn Jawzi,597,10354,مجدي فتحي السيد :: دار الصحابة للتراث بطنطا,CENT0600 :: ADAB :: ADHKAR :: RAQAIQ :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Muqliq/0597IbnJawzi.Muqliq.Shamela0026892-ara1
,yes,,,JK000456,yes,0597IbnJawzi.MusaffaBiAkuff,Ibn Jawzi,597,5390,د. صالح الضامن :: بيروت :: 1415 :: مؤسسة الرسالة,CENT0600 :: CULUM :: MANSUKH :: NASIKH :: QURAN :: TAFSIR :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@hadith :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@الناسخ والمنسوخ :: JK@علوم القرآن :: JK@كتب التفاسير وعلوم القرآن :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.MusaffaBiAkuff/0597IbnJawzi.MusaffaBiAkuff.JK000456-ara1
,yes,,,Shamela0012131,yes,0597IbnJawzi.Musalsalat,Ibn Jawzi,597,13216,,CENT0600 :: HADITH :: MAKHTUTAT :: GAL@nodata :: Shamela@مخطوطات حديثية :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Musalsalat/0597IbnJawzi.Musalsalat.Shamela0012131-ara1
,yes,,,Shamela0010437,yes,0597IbnJawzi.MuthirGharam,Ibn Jawzi,597,75900,"دار الحديث، القاهرة :: http://www.worldcat.org/oclc/4770923412",COMPLETED :: CENT0600 :: GEO :: PPE :: BULDAN :: JUGHRAFIYA :: RIHLAT :: GAL@geographies :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@encyclopaedias :: HTMLTAGS :: MISSINGPARTS :: Shamela@البلدان والجغرافيا والرحلات :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.MuthirGharam/0597IbnJawzi.MuthirGharam.Shamela0010437-ara1.completed
,yes,,,ShamAY0001226,yes,0597IbnJawzi.NawasikhQuran,Ibn Jawzi,597,119881,"محمد أشرف علي المليباري، وأصله رسالة ماجستير - الجامعة الإسلامية - الدراسات العليا - التفسير - 1401ه :: الثانية، 1423ه/2003م :: عمادة البحث العلمي بالجامعة الإسلامية، المدينة المنورة، المملكة العربية السعودية",:: ShamAY@علوم القرآن :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.NawasikhQuran/0597IbnJawzi.NawasikhQuran.ShamAY0001226-ara1
,yes,,,JK007134,yes,0597IbnJawzi.NuzhatAcyun,Ibn Jawzi,597,57595,محمد عبد الكريم كاظم الراضي :: لبنان/ بيروت :: 1404هـ - 1984م :: مؤسسة الرسالة,CENT0600 :: FIQH :: QAWACID :: USUL :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@linguistics :: GAL@literature-arabic :: GAL@philology :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@الكتب الجامعة لأصول الفقه :: JK@كان في أصول الفقه برقم 204.03 :: JK@كتب أصول الفقه الإسلامي :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.NuzhatAcyun/0597IbnJawzi.NuzhatAcyun.JK007134-ara1
,yes,,,Shamela0003617,yes,0597IbnJawzi.QussasWaMudhakkirin,Ibn Jawzi,597,25302,د. محمد لطفي الصباغ :: المكتب الإسلامي - بيروت,CENT0600 :: CILAL :: DACIF :: HADITH :: MAWDUC :: SUALAT :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@literature-arabic :: GAL@biography-collective :: GAL@period-postclassical :: GAL@biography :: GAL@encyclopaedias :: Shamela@العلل والسؤالات :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.QussasWaMudhakkirin/0597IbnJawzi.QussasWaMudhakkirin.Shamela0003617-ara1
,yes,,,Shamela0012028,yes,0597IbnJawzi.SaydKhatir,Ibn Jawzi,597,116353,دار القلم - دمشق,CENT0600 :: ADAB :: ADAB :: ADHKAR :: QISAS :: RAQAIQ :: TARAIF :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.SaydKhatir/0597IbnJawzi.SaydKhatir.Shamela0012028-ara1
,Yes,,Yes,JK000022,yes,0430AbuNucaymIsbahani.HilyatAwliya,"Abu Nucaym Isbahani :: ʾAbū Nuʿaym al-Iṣbahānī :: ʾAbū Nuʿaym ʾAḥmad b. ʿAbd Āllāh b. Isḥāq b. Mūs/a b. Mihrān al-^Sāfiʿī, al-Iṣbahānī",430,1182043,بيروت :: 1405 :: دار الكتاب العربي,COMPLETED :: CENT0500 :: PPE :: HADITH :: TABAQAT :: TARAJIM :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@hadith :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@persia :: JK@التراجم العامة :: JK@الطبقات والتراجم :: JK@الكتب المسندة :: JK@كتب التراجم العامة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: born@ISBAHAN516E326NS :: born@JibalRE :: died@ISBAHAN516E326NS :: resided@ISBAHAN516E326NS :: visited@NAYSABUR587E361NS :: visited@HAMADHAN485E347NS :: visited@BAGHDAD443E333NS :: visited@ʿIrāqRE :: visited@ḪurāsānRE :: visited@ʿarabRE :: visited@ŠāmRE :: visited@MiṣrRE :: visited@SiqiliyyaŧRE :: visited@AndalusRE,pri,https://raw.githubusercontent.com/OpenITI/0450AH/master/data/0430AbuNucaymIsbahani/0430AbuNucaymIsbahani.HilyatAwliya/0430AbuNucaymIsbahani.HilyatAwliya.JK000022-ara1.completed
,yes,,,JK007063,yes,0597IbnJawzi.Tabsira,Ibn Jawzi,597,182708,د.مصطفى عبد الواحد :: مصر - لبنان :: 1390هـ - 1970م :: دار الكتاب المصري - دار الكتاب اللبناني,CENT0600 :: ADAB :: ADHKAR :: AKHLAQ :: MISC :: RAQAIQ :: SULUK :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@كتب الأخلاق والسلوك :: JK@كتب متفرقة في الأخلاق والسلوك :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Tabsira/0597IbnJawzi.Tabsira.JK007063-ara1
,yes,,,Shamela0026894,yes,0597IbnJawzi.TaczimFutya,Ibn Jawzi,597,4713,أبو عبيدة مشهور بن حسن آل سلمان :: الدار الأثرية,CENT0600 :: FIQH :: QAWACID :: USUL :: GAL@nodata :: Shamela@أصول الفقه والقواعد الفقهية :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TaczimFutya/0597IbnJawzi.TaczimFutya.Shamela0026894-ara1
,yes,,,JK000074,yes,0597IbnJawzi.TadhkiraFiWacz,Ibn Jawzi,597,34605,أحمد عبد الوهاب فتيح :: بيروت :: 1406 :: دار المعرفة,CENT0600 :: ADAB :: ADHKAR :: AKHLAQ :: MISC :: RAQAIQ :: SULUK :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@كتب أخرى :: JK@كتب الأخلاق والسلوك :: JK@كتب متفرقة في الأخلاق والسلوك :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TadhkiraFiWacz/0597IbnJawzi.TadhkiraFiWacz.JK000074-ara1
,yes,,,JK000704,yes,0597IbnJawzi.TadhkiratArib,Ibn Jawzi,597,47131,,CENT0600 :: AHKAM :: GHARIB :: MACAJIM :: MUSTALAHAT :: QURAN :: TAFSIR :: GAL@nodata :: JK@أحكام القرآن وغريبه :: JK@غريب القرآن :: JK@كتب المعاجم والغريب والمصطلحات :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TadhkiratArib/0597IbnJawzi.TadhkiratArib.JK000704-ara1
,yes,,,JK000221,yes,0597IbnJawzi.TahqiqFiAhadithKhilaf,Ibn Jawzi,597,209716,مسعد عبد الحميد محمد السعدني :: بيروت :: 1415 :: دار الكتب العلمية,CENT0600 :: FIQH :: HADITH :: TAKHRIJ :: TARAJIM :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@fiqh :: GAL@encyclopaedias :: JK@التخريج :: JK@تخريج الأحاديث الفقهية :: JK@كتب التخريج :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TahqiqFiAhadithKhilaf/0597IbnJawzi.TahqiqFiAhadithKhilaf.JK000221-ara1
,yes,,,Shamela0011438,yes,0597IbnJawzi.TalbisIblis,Ibn Jawzi,597,129356,"دار الفكر للطباعة والنشر، بيرزت، لبنان",MARKDOWN :: CENT0600 :: ADAB :: ADHKAR :: AKHLAQ :: CAQAID :: MISC :: RAQAIQ :: SULUK :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TalbisIblis/0597IbnJawzi.TalbisIblis.Shamela0011438-ara1.mARkdown
,yes,,,Shamela0006700,yes,0597IbnJawzi.TalqihFuhum,Ibn Jawzi,597,159481,شركة دار الأرقم بن أبي الأرقم - بيروت :: http://www.worldcat.org/oclc/4770071616,COMPLETED :: CENT0600 :: PPE :: TARIKH :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@history :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@encyclopaedias :: HTMLTAGS :: EDITORIALSECTIONS :: Shamela@التاريخ :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TalqihFuhum/0597IbnJawzi.TalqihFuhum.Shamela0006700-ara1.completed
,yes,,,Shamela0026678,yes,0597IbnJawzi.TanbihNaim,Ibn Jawzi,597,2261,محمد بن ناصر العجمي :: دار البشائر الإسلامية,CENT0600 :: ADAB :: ADHKAR :: MISC :: RAQAIQ :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TanbihNaim/0597IbnJawzi.TanbihNaim.Shamela0026678-ara1
,yes,,,Shamela0005748,yes,0597IbnJawzi.TanwirGhabash,Ibn Jawzi,597,30997,مرزوق علي إبراهيم :: دار الشريف - الرياض / السعودية,CENT0600 :: AJZA :: BUHUTH :: HADITH :: MASAIL :: TARAJIM :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@بحوث ومسائل :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TanwirGhabash/0597IbnJawzi.TanwirGhabash.Shamela0005748-ara1
,yes,,,Sham19Y0016541,yes,0597IbnJawzi.TaqwimLisan,Ibn Jawzi,597,11979,"د. عبد العزيز مطر (أستاذ علم اللغة بجامعتي عين شمس وقطر) :: الثانية، 2006 م :: دار المعارف",:: Sham@الغريب والمعاجم ولغة الفقه :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TaqwimLisan/0597IbnJawzi.TaqwimLisan.Sham19Y0016541-ara1
,yes,,,Shamela0010927,yes,0597IbnJawzi.TarikhBaytMuqaddas,Ibn Jawzi,597,6188,محمد زينهم محمد عزب :: مكتبة الثقافة الدينية :: http://www.worldcat.org/oclc/4770491760,COMPLETED :: CENT0600 :: PPE :: BULDAN :: TARIKH :: GAL@nodata :: PARATEXT :: Shamela@التاريخ :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.TarikhBaytMuqaddas/0597IbnJawzi.TarikhBaytMuqaddas.Shamela0010927-ara1.completed
,yes,,,Shamela0006789,yes,0597IbnJawzi.ThibatCindaMamat,Ibn Jawzi,597,21047,عبد الله الليثي الأنصاري :: مؤسسة الكتب الثقافية - بيروت,CENT0600 :: ADAB :: ADHKAR :: AKHLAQ :: CAQAID :: RAQAIQ :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.ThibatCindaMamat/0597IbnJawzi.ThibatCindaMamat.Shamela0006789-ara1
,yes,,,JK009242,yes,0597IbnJawzi.WafaBiAhwalMustafa,Ibn Jawzi,597,140593,مصطفى عبد القادر عطا :: بيروت / لبنان :: 1408هـ-1988م :: دار الكتب العلمية,CENT0600 :: ASHAB :: SIRA :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@literature-arabic :: GAL@biography-individuals :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@سيرة النبي صلى الله عليه وسلم :: JK@كتب سيرة النبي صلى الله عليه وسلم وأصحابه :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.WafaBiAhwalMustafa/0597IbnJawzi.WafaBiAhwalMustafa.JK009242-ara1
,yes,,,Shamela0008160,yes,0597IbnJawzi.Yaquta,Ibn Jawzi,597,9554,,CENT0600 :: ADAB :: ADHKAR :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@homiletics :: GAL@literature-arabic :: GAL@paraenetics :: GAL@period-postclassical :: GAL@encyclopaedias :: Shamela@الرقاق والآداب والأذكار - مرقم آليا :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.Yaquta/0597IbnJawzi.Yaquta.Shamela0008160-ara1
,yes,,,JK000791,yes,0597IbnJawzi.ZadMasir,Ibn Jawzi,597,760452,بيروت :: 1404 :: المكتب الإسلامي,CENT0600 :: AHKAM :: CULUM :: QURAN :: SUNNI :: TAFSIR :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@polyhistors :: GAL@quran :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@encyclopaedias :: JK@أحكام القرآن :: JK@التفاسير :: JK@كتب التفاسير :: JK@كتب التفاسير وعلوم القرآن :: born@BAGHDAD443E333NS :: born@IraqRE :: died@BAGHDAD443E333NS :: resided@BAGHDAD443E333NS :: resided@WASIT463E321NS,pri,https://raw.githubusercontent.com/OpenITI/0600AH/master/data/0597IbnJawzi/0597IbnJawzi.ZadMasir/0597IbnJawzi.ZadMasir.JK000791-ara1
